64;10:08.86
128;0:22.78
256;0:15.77
64;0:46.36
128;0:21.93
256;0:15.19
64;0:36.18
128;0:21.93
256;0:15.16
64;0:35.80
128;0:22.17
256;0:15.41
64;0:36.28
128;0:21.91
256;0:15.42
64;0:35.22
128;0:22.14
256;0:14.95
64;0:36.28
128;0:21.91
256;0:15.34
64;0:35.25
128;0:22.18
256;0:15.42
64;0:35.16
128;0:22.03
256;0:15.27
64;0:35.10
128;0:22.40
256;0:15.41
