64;0:36.53
128;0:21.93
256;0:15.13
64;0:36.62
128;0:22.07
256;0:15.39
64;0:37.10
128;0:22.10
256;0:15.48
64;0:36.36
128;0:22.25
256;0:15.52
64;0:36.08
128;0:22.26
256;0:15.44
64;0:36.22
128;0:22.36
256;0:15.55
64;0:35.97
128;0:22.08
256;0:15.24
64;0:37.33
128;0:22.02
256;0:15.47
64;0:36.20
128;0:21.98
256;0:15.23
64;0:36.15
128;0:22.17
256;0:15.17
