64;2:51.69
128;0:33.45
256;0:22.39
64;1:28.63
128;0:33.10
256;0:22.13
64;1:18.33
128;0:33.21
256;0:22.37
64;1:07.46
128;0:33.39
256;0:22.23
64;1:09.70
128;0:33.11
256;0:22.31
64;0:55.39
128;0:33.32
256;0:22.39
64;0:55.35
128;0:33.40
256;0:22.23
64;0:55.14
128;0:33.19
256;0:22.47
64;0:54.17
128;0:33.28
256;0:22.47
64;0:55.27
128;0:33.35
256;0:22.37
