64;0:36.28
128;0:21.45
256;0:15.26
64;0:35.02
128;0:21.42
256;0:14.81
64;0:35.05
128;0:21.39
256;0:14.79
64;0:35.18
128;0:21.51
256;0:14.95
64;0:35.18
128;0:21.56
256;0:14.87
64;0:36.22
128;0:21.43
256;0:14.97
64;0:36.15
128;0:21.48
256;0:14.88
64;0:36.12
128;0:21.40
256;0:15.01
64;0:36.33
128;0:21.64
256;0:14.86
64;0:35.13
128;0:21.44
256;0:14.97
