64;0:37.93
128;0:22.91
256;1:16.25
64;0:38.79
128;0:22.83
256;0:15.58
64;0:38.64
128;0:22.74
256;0:15.82
64;0:38.76
128;0:22.80
256;0:15.60
64;0:37.64
128;0:23.02
256;0:15.73
64;0:38.55
128;0:22.68
256;0:16.04
64;0:38.67
128;0:22.81
256;0:16.10
64;0:37.78
128;0:23.07
256;0:15.82
64;0:37.50
128;0:22.88
256;0:16.00
64;0:37.50
128;0:22.78
256;0:15.98
