64;0:37.22
128;0:22.49
256;0:15.53
64;0:36.13
128;0:22.83
256;0:15.55
64;0:37.18
128;0:22.42
256;0:15.36
64;0:35.91
128;0:22.68
256;0:15.45
64;0:37.16
128;0:22.51
256;0:15.66
64;0:37.04
128;0:22.44
256;0:15.47
64;0:36.17
128;0:22.63
256;0:15.44
64;0:37.11
128;0:22.97
256;0:15.49
64;0:36.15
128;0:22.57
256;0:15.72
64;0:37.04
128;0:22.66
256;0:15.43
